objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language ,rights
news_023,Newsletter107.pdf,Newsletter 107:Keith's Corner-McGill News,Keith Gibson,2021-06-04,"Fun times at the Schellbourne Bar and Cafe, just north of McGill, was owned by Lyman and Charlcia. The bar boasted a 'unique' customer who never left his preferred seat. A present-day image of the theater is included. Looking good!",Businesses,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_024,Newsletter108.pdf,Newsletter 108:Keith's Corner-McGill News,Keith Gibson,2021-06-11,The ballpark mystery deepens - possibly a third park? Present-day McGill is inundated by some speeding cars.,Sports;Baseball,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_025,Newsletter109.pdf,Newsletter 109:Keith's Corner-McGill News,Keith Gibson,2021-06-18,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_026,Newsletter110.pdf,Newsletter 110:Keith's Corner-McGill News,Keith Gibson,2021-06-25,Keith recalls a tragic plane crash that killed two brothers. Present-day McGill has another quiet week. A vintage image of the McGill concentrator baseball team is included.,Tragedies;People;Sports;Baseball,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_027,Newsletter111.pdf,Newsletter 111:Keith's Corner-McGill News,Keith Gibson,2021-07-02,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_028,Newsletter112.pdf,Newsletter 112:Keith's Corner-McGill News,Keith Gibson,2021-07-09,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_029,Newsletter113.pdf,Newsletter 113:Keith's Corner-McGill News,Keith Gibson,2021-07-16,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_030,Newsletter114.pdf,Newsletter 114:Keith's Corner-McGill News,Keith Gibson,2021-07-23,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_031,Newsletter115.pdf,Newsletter 115:Keith's Corner-McGill News,Keith Gibson,2021-07-30,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_032,Newsletter116.pdf,Newsletter 116:Keith's Corner-McGill News,Keith Gibson,2021-08-06,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_033,Newsletter117.pdf,Newsletter 117:Keith's Corner-McGill News,Keith Gibson,2021-08-13,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_034,Newsletter118.pdf,Newsletter 118:Keith's Corner-McGill News,Keith Gibson,2021-08-20,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_035,Newsletter119.pdf,Newsletter 119:Keith's Corner-McGill News,Keith Gibson,2021-08-27,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_036,Newsletter120.pdf,Newsletter 120:Keith's Corner-McGill News,Keith Gibson,2021-09-03,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_037,Newsletter121.pdf,Newsletter 121:Keith's Corner-McGill News,Keith Gibson,2021-09-10,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_038,Newsletter122.pdf,Newsletter 122:Keith's Corner-McGill News,Keith Gibson,2021-09-10,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_039,Newsletter123.pdf,Newsletter 123:Keith's Corner-McGill News,Keith Gibson,2021-09-17,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_040,Newsletter124.pdf,Newsletter 124:Keith's Corner-McGill News,Keith Gibson,2021-09-24,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_041,Newsletter125.pdf,Newsletter 125:Keith's Corner-McGill News,Keith Gibson,2021-10-01,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_042,Newsletter126.pdf,Newsletter 126:Keith's Corner-McGill News,Keith Gibson,2021-10-08,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_043,Newsletter127.pdf,Newsletter 127:Keith's Corner-McGill News,Keith Gibson,2021-10-15,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_044,Newsletter128.pdf,Newsletter 128:Keith's Corner-McGill News,Keith Gibson,2021-10-21,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_045,Newsletter129.pdf,Newsletter 129:Keith's Corner-McGill News,Keith Gibson,2021-10-28,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_046,Newsletter130.pdf,Newsletter 130:Keith's Corner-McGill News,Keith Gibson,2021-11-05,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_047,Newsletter131.pdf,Newsletter 131:Keith's Corner-McGill News,Keith Gibson,2021-11-12,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_048,Newsletter132.pdf,Newsletter 132:Keith's Corner-McGill News,Keith Gibson,2021-11-19,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_049,Newsletter133.pdf,Newsletter 133:Keith's Corner-McGill News,Keith Gibson,2021-11-26,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_050,Newsletter134.pdf,Newsletter 134:Keith's Corner-McGill News,Keith Gibson,2021-12-03,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_051,Newsletter135.pdf,Newsletter 135:Keith's Corner-McGill News,Keith Gibson,2021-12-10,"Keith recalls another post Pearl Harbor Christmas, which was celebrated with mixed blessings due to the ongoing war. Toys for the children were scarce, but families celebrated the holiday with more meaning as they realized the sacrifice the service men and women were making for their country.",WWII;Holidays,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_052,Newsletter136.pdf,Newsletter 136:Keith's Corner-McGill News,Keith Gibson,2021-12-17,Christmas Memories - Part II.,WWII;Holidays,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_053,Newsletter137.pdf,Newsletter 137:Keith's Corner-McGill News,Keith Gibson,2021-02-22,Coming Soon!,,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,application/pdf,eng,
news_054,mcgill_band_1911.jpg,The McGill band performs.,Keith Gibson,1911,The McGill band performs at a possible Memorial Day picnic.,Bands;Holidays,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,image/jpeg,eng,
news_055,foundry_workers_kcc_1950.jpg,Foundry workers pouring molten metal.,Keith Gibson,1950,Foundry workers pouring molten metal into molds at Kennecott from about 1950.,Kennecott;Smelters,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,image/jpeg,eng,
news_056,gone_fishing_1940.jpg,Lage's (Stage Stop) in the late 1940's or early 1950's.,Keith Gibson,1949,"Great image of a family fishing event. L-R: Dick McGuire, Bonnie Bowen, Grandma, Grandpa, Same Lage, Joe Bowen, Elmer Bowen.",Fishing;People,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,image/jpeg,eng,
news_057,fall_2021.jpg,Beautiful fall colors in McGill,Keith Gibson,2021,Fall comes to McGill in October of 2021.,Seasons,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,image/jpeg,eng,
news_058,trestles_1908.jpg,"Trestle construction, circa 1908.",Keith Gibson,1908,The huge beam in the bottom left will be part of the trestle being built in the background.,Kennecott,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,image/jpeg,eng,
news_059,card_club_1940s.jpg,McGill Card Club - 1940's,Keith Gibson,1940,Happy times at the McGill Card Club.,People,"McGill, Nevada",39.4004566,-114.7986135,Keith Gibson,,Image;StillImage,image/jpeg,eng,
